name,date,hour,count
uni-rowe,2017-05-10,23,1
uni-rowe,2017-05-11,0,0
uni-rowe,2017-05-11,1,0
uni-rowe,2017-05-11,2,0
uni-rowe,2017-05-11,3,0
uni-rowe,2017-05-11,4,0
uni-rowe,2017-05-11,5,0
uni-rowe,2017-05-11,6,1
uni-rowe,2017-05-11,7,8
uni-rowe,2017-05-11,8,13
uni-rowe,2017-05-11,9,12
uni-rowe,2017-05-11,10,1
uni-rowe,2017-05-11,11,9
uni-rowe,2017-05-11,12,8
uni-rowe,2017-05-11,13,7
uni-rowe,2017-05-11,14,8
uni-rowe,2017-05-11,15,5
uni-rowe,2017-05-11,16,7
uni-rowe,2017-05-11,17,3
uni-rowe,2017-05-11,18,3
uni-rowe,2017-05-11,19,3
uni-rowe,2017-05-11,20,3
uni-rowe,2017-05-11,21,0
uni-rowe,2017-05-11,22,0
uni-rowe,2017-05-11,23,1
uni-rowe,2017-05-12,0,2
uni-rowe,2017-05-12,1,0
uni-rowe,2017-05-12,2,0
uni-rowe,2017-05-12,3,0
uni-rowe,2017-05-12,4,0
uni-rowe,2017-05-12,5,1
uni-rowe,2017-05-12,6,4
uni-rowe,2017-05-12,7,4
uni-rowe,2017-05-12,8,11
uni-rowe,2017-05-12,9,13
uni-rowe,2017-05-12,10,6
uni-rowe,2017-05-12,11,6
uni-rowe,2017-05-12,12,8
uni-rowe,2017-05-12,13,4
uni-rowe,2017-05-12,14,6
uni-rowe,2017-05-12,15,5
uni-rowe,2017-05-12,16,6
uni-rowe,2017-05-12,17,10
uni-rowe,2017-05-12,18,5
uni-rowe,2017-05-12,19,4
uni-rowe,2017-05-12,20,0
uni-rowe,2017-05-12,21,0
uni-rowe,2017-05-12,22,0
uni-rowe,2017-05-12,23,0
uni-rowe,2017-05-13,0,1
uni-rowe,2017-05-13,1,0
uni-rowe,2017-05-13,2,0
uni-rowe,2017-05-13,3,0
uni-rowe,2017-05-13,4,0
uni-rowe,2017-05-13,5,0
uni-rowe,2017-05-13,6,1
uni-rowe,2017-05-13,7,0
uni-rowe,2017-05-13,8,1
uni-rowe,2017-05-13,9,3
uni-rowe,2017-05-13,10,5
uni-rowe,2017-05-13,11,4
uni-rowe,2017-05-13,12,1
uni-rowe,2017-05-13,13,5
uni-rowe,2017-05-13,14,4
uni-rowe,2017-05-13,15,2
uni-rowe,2017-05-13,16,4
uni-rowe,2017-05-13,17,5
uni-rowe,2017-05-13,18,2
uni-rowe,2017-05-13,19,4
uni-rowe,2017-05-13,20,0
uni-rowe,2017-05-13,21,0
uni-rowe,2017-05-13,22,4
uni-rowe,2017-05-13,23,0
uni-rowe,2017-05-14,0,0
uni-rowe,2017-05-14,1,0
uni-rowe,2017-05-14,2,0
uni-rowe,2017-05-14,3,0
uni-rowe,2017-05-14,4,0
uni-rowe,2017-05-14,5,0
uni-rowe,2017-05-14,6,1
uni-rowe,2017-05-14,7,1
uni-rowe,2017-05-14,8,4
uni-rowe,2017-05-14,9,2
uni-rowe,2017-05-14,10,0
uni-rowe,2017-05-14,11,2
uni-rowe,2017-05-14,12,5
uni-rowe,2017-05-14,13,6
uni-rowe,2017-05-14,14,2
uni-rowe,2017-05-14,15,3
uni-rowe,2017-05-14,16,2
uni-rowe,2017-05-14,17,1
uni-rowe,2017-05-14,18,0
uni-rowe,2017-05-14,19,1
uni-rowe,2017-05-14,20,1
uni-rowe,2017-05-14,21,0
uni-rowe,2017-05-14,22,0
uni-rowe,2017-05-14,23,0
uni-rowe,2017-05-15,0,0
uni-rowe,2017-05-15,1,0
uni-rowe,2017-05-15,2,0
uni-rowe,2017-05-15,3,0
uni-rowe,2017-05-15,4,0
uni-rowe,2017-05-15,5,0
uni-rowe,2017-05-15,6,1
uni-rowe,2017-05-15,7,1
uni-rowe,2017-05-15,8,9
uni-rowe,2017-05-15,9,3
uni-rowe,2017-05-15,10,5
uni-rowe,2017-05-15,11,1
uni-rowe,2017-05-15,12,2
uni-rowe,2017-05-15,13,3
uni-rowe,2017-05-15,14,7
uni-rowe,2017-05-15,15,3
uni-rowe,2017-05-15,16,4
uni-rowe,2017-05-15,17,3
uni-rowe,2017-05-15,18,4
uni-rowe,2017-05-15,19,2
uni-rowe,2017-05-15,20,0
uni-rowe,2017-05-15,21,1
uni-rowe,2017-05-15,22,0
uni-rowe,2017-05-15,23,0
uni-rowe,2017-05-16,0,0
uni-rowe,2017-05-16,1,0
uni-rowe,2017-05-16,2,0
uni-rowe,2017-05-16,3,0
uni-rowe,2017-05-16,4,0
uni-rowe,2017-05-16,5,0
uni-rowe,2017-05-16,6,3
uni-rowe,2017-05-16,7,5
uni-rowe,2017-05-16,8,7
uni-rowe,2017-05-16,9,9
uni-rowe,2017-05-16,10,4
uni-rowe,2017-05-16,11,8
uni-rowe,2017-05-16,12,8
uni-rowe,2017-05-16,13,4
uni-rowe,2017-05-16,14,9
uni-rowe,2017-05-16,15,6
uni-rowe,2017-05-16,16,9
uni-rowe,2017-05-16,17,7
uni-rowe,2017-05-16,18,3
uni-rowe,2017-05-16,19,4
uni-rowe,2017-05-16,20,0
uni-rowe,2017-05-16,21,3
uni-rowe,2017-05-16,22,0
uni-rowe,2017-05-16,23,0
